Carimbo de data/hora,Nickname,TAG,Data:,Horário do INÍCIO da instrução:,Curso aplicado: ,Nick(s) do(s) aluno(s) presente(s):,Nick(s) do(s) aluno(s) aprovado(s):,Comentários:,Pontos:,,Nickname,Pontos:,CFSd,CFC1,CFC2,CAP,CODE,,,,,,,,,,
05/11/2018 15:57:11,Gustavo_ks,[GsK],05/11/2018,15:36:00,Curso de Formação de Cabos (Parte 2) (CFC2),marcos59569 ,marcos59569 ,,1,,,,,,,,,,,,,,,,,,
05/11/2018 17:10:21,Gustavo_ks,[GsK],05/11/2018,16:41:00,Curso de Formação de Cabos (Parte 1) (CFC1),-lopes3mil- ,-lopes3mil- ,,2,,,,,,,,,,,,,,,,,,
05/11/2018 17:35:14,Gustavo_ks,[GsK],05/11/2018,17:10:00,Curso de Formação de Cabos (Parte 2) (CFC2),-lopes3mil- ,-lopes3mil- ,,1,,,,,,,,,,,,,,,,,,
06/11/2018 11:52:04,Gustavo_ks,[GsK],06/11/2018,11:41:00,Curso de Aperfeiçoamento de Praças (CAP),c?matinhoc? ,c?matinhoc? ,,1,,,,,,,,,,,,,,,,,,
06/11/2018 12:07:24,Gustavo_ks,[GsK],06/11/2018,11:56:00,Curso de Formação de Soldados (CFSd),Dragonwski ,Dragonwski ,,2,,,,,,,,,,,,,,,,,,
06/11/2018 12:44:04,Gustavo_ks,[GsK],06/11/2018,12:26:00,Curso de Formação de Soldados (CFSd),JhowFaro / bernardo9819 ,JhowFaro / bernardo9819 ,,2,,,,,,,,,,,,,,,,,,
07/11/2018 08:32:44,Gustavo_ks,[GsK],07/11/2018,08:02:00,Curso de Formação de Soldados (CFSd),sara8564 ,sara8564 ,,2,,,,,,,,,,,,,,,,,,
07/11/2018 09:23:30,Gustavo_ks,[GsK],07/11/2018,09:06:00,Curso de Formação de Soldados (CFSd),thalit91 ,,,2,,,,,,,,,,,,,,,,,,
07/11/2018 13:48:14,Gustavo_ks,[GsK],07/11/2018,13:18:00,Curso de Formação de Cabos (Parte 1) (CFC1),lets-piriguets ,lets-piriguets ,,2,,,,,,,,,,,,,,,,,,
07/11/2018 19:12:16,Gustavo_ks,[GsK],07/11/2018,18:49:00,Curso de Formação de Cabos (Parte 1) (CFC1),soluvio ,soluvio ,,2,,,,,,,,,,,,,,,,,,
07/11/2018 21:12:26,Gustavo_ks,[GsK],07/11/2018,20:58:00,Curso de Formação de Cabos (Parte 2) (CFC2),soluvio ,,,1,,,,,,,,,,,,,,,,,,
07/11/2018 22:12:31,Gustavo_ks,[GsK],07/11/2018,21:17:00,Curso de Formação de Soldados (CFSd),max2002Sansei / ashercross / Matenco ,max2002Sansei / ashercross / Matenco ,,2,,,,,,,,,,,,,,,,,,
08/11/2018 12:26:26,Gustavo_ks,[GsK],08/11/2018,12:19:00,Curso de Formação de Cabos (Parte 1) (CFC1),-LucaVaz ,,,2,,,,,,,,,,,,,,,,,,
08/11/2018 12:38:03,Gustavo_ks,[GsK],08/11/2018,12:23:00,Curso de Formação de Soldados (CFSd),henriqu55238 ,henriqu55238 ,,2,,,,,,,,,,,,,,,,,,
08/11/2018 17:16:42,Gustavo_ks,[GsK],08/11/2018,16:54:00,Curso de Formação de Cabos (Parte 1) (CFC1),InHz ,InHz ,,2,,,,,,,,,,,,,,,,,,
10/11/2018 08:40:42,Gustavo_ks,[GsK],10/11/2018,08:04:00,Curso de Formação de Soldados (CFSd),sandrinha535,,,2,,,,,,,,,,,,,,,,,,
10/11/2018 15:50:50,henriqu55238,[HiQ],10/11/2018,15:34:00,Curso de Aperfeiçoamento de Praças (CAP),poliblack,poliblack,"Ótimo subtenente, parecia que tinha estudado e foi muito bem nas respostas.",1,,,,,,,,,,,,,,,,,,
10/11/2018 23:58:00,henriqu55238,[RiQ],10/11/2018,23:26:00,Curso de Formação de Soldados (CFSd),Nescau.Forbs/Migelito99 ,Nescau.Forbs/Migelito99 ,Os alunos são ótimos mais não gostam muito de acatar ordem de superior,2,,,,,,,,,,,,,,,,,,
05/11/2018 16:03:16,herickcosta,HrK,05/11/2018,15:32:00,Curso de Formação de Cabos (Parte 2) (CFC2),umbreongame,umbreongame,Exelente aula.,1,,,,,,,,,,,,,,,,,,
05/11/2018 19:46:47,herickcosta,HrK,05/11/2018,19:37:00,Curso de Formação de Cabos (Parte 2) (CFC2),Scopeios,Scopeios,Exelente aluna.,1,,,,,,,,,,,,,,,,,,
06/11/2018 16:27:24,herickcosta,[HrK],06/11/2018,16:12:00,Curso de Formação de Soldados (CFSd),Dobe42,Dobe42,Ótimo aluno.,2,,,,,,,,,,,,,,,,,,
07/11/2018 14:32:45,herickcosta,HrK,07/11/2018,14:13:00,Curso de Formação de Cabos (Parte 1) (CFC1),cad.2,cad.2,Otima aula.,2,,,,,,,,,,,,,,,,,,
07/11/2018 14:43:07,herickcosta,HrK,07/11/2018,14:33:00,Curso de Formação de Cabos (Parte 2) (CFC2),cad.2,cad.2,Exelente aluno.,1,,,,,,,,,,,,,,,,,,
07/11/2018 14:17:15,hidekzinho,[HEK],07/11/2018,12:00:00,Curso de Formação de Soldados (CFSd),._Indemoniado,._Indemoniado,Excelente aluno.,2,,,,,,,,,,,,,,,,,,
04/11/2018 22:17:39,Honayran,[HON],04/11/2018,21:56:00,Curso de Formação de Soldados (CFSd),rayssa.S1303 / ..::Jonas::..DJ,rayssa.S1303 / ..::Jonas::..DJ,,2,,,,,,,,,,,,,,,,,,
04/11/2018 23:14:30,Honayran,[HON],04/11/2018,22:55:00,Curso de Formação de Soldados (CFSd),Camilinha1245,Camilinha1245,,2,,,,,,,,,,,,,,,,,,
05/11/2018 01:05:22,Honayran,[HON],05/11/2018,00:57:00,Curso de Formação de Soldados (CFSd),X_Himawary_X,,,2,,,,,,,,,,,,,,,,,,
05/11/2018 01:26:47,Honayran,[HON],05/11/2016,01:19:00,Curso de Formação de Cabos (Parte 2) (CFC2),ScaltD,ScaltD,,1,,,,,,,,,,,,,,,,,,
09/11/2018 22:49:28,Honayran,[HON],09/11/2018,22:26:00,Curso de Formação de Soldados (CFSd),SrKauaLocs / CarlosJorge25,SrKauaLocs / CarlosJorge25,,2,,,,,,,,,,,,,,,,,,
05/11/2018 19:38:50,igor194.ban,[i94],05/11/2018,19:16:00,Curso de Formação de Soldados (CFSd),MILENNA@G ,MILENNA@G ,A aula foi boa.,2,,,,,,,,,,,,,,,,,,
06/11/2018 23:39:49,igor194.ban,[i94],06/11/2018,23:10:00,Curso de Formação de Cabos (Parte 1) (CFC1),MonstroPlayer ,MonstroPlayer ,A aula foi boa.,2,,,,,,,,,,,,,,,,,,
06/11/2018 23:50:53,igor194.ban,[i94],06/11/2018,23:41:00,Curso de Formação de Cabos (Parte 2) (CFC2),MonstroPlayer ,MonstroPlayer ,A aula foi boa.,1,,,,,,,,,,,,,,,,,,
07/11/2018 00:24:55,igor194.ban,[i94],06/11/2018,23:57:00,Curso de Formação de Cabos (Parte 2) (CFC2),Leandropxp ,Leandropxp ,A aula foi boa.,1,,,,,,,,,,,,,,,,,,
07/11/2018 20:04:07,igor194.ban,[i94],07/11/2018,19:39:00,Curso de Formação de Cabos (Parte 1) (CFC1),saiosen ,saiosen ,A aula foi boa.,2,,,,,,,,,,,,,,,,,,
07/11/2018 20:33:31,igor194.ban,[i94],07/11/2018,20:04:00,Curso de Formação de Cabos (Parte 2) (CFC2),saiosen ,saiosen ,A aula foi boa.,1,,,,,,,,,,,,,,,,,,
09/11/2018 00:37:07,igor194.ban,[i94],09/11/2018,00:12:00,Curso de Formação de Soldados (CFSd), paulinhoOL0ko   -   alexsand7035   -  MattOli007  -   rodgabi , paulinhoOL0ko   -    MattOli007  -   rodgabi ,A aula foi boa.,2,,,,,,,,,,,,,,,,,,
09/11/2018 22:22:46,igor194.ban,[i94],09/11/2018,22:14:00,Curso de Formação de Soldados (CFSd),Stefany_Silva@ ,---,"A aula foi bem ruim, a aluna saiu na hora das perguntas.",2,,,,,,,,,,,,,,,,,,
10/11/2018 00:07:37,igor194.ban,[i94],09/11/2018,23:00:00,Curso de Formação de Soldados (CFSd),josejcsl   -  thaissa1359 ,josejcsl ,A aula foi boa.,2,,,,,,,,,,,,,,,,,,
10/11/2018 01:22:11,igor194.ban,[i94],10/11/2018,00:57:00,Curso de Formação de Soldados (CFSd),SaviorWorld    -   xbrunomarca ,SaviorWorld    -   xbrunomarca ,A aula foi ótima.,2,,,,,,,,,,,,,,,,,,
10/11/2018 18:19:43,igor194.ban,[i94],10/11/2018,18:07:00,Curso de Formação de Cabos (Parte 1) (CFC1),Matheus.trix15 ,Matheus.trix15 ,A aula foi ótima.,2,,,,,,,,,,,,,,,,,,
10/11/2018 18:25:37,igor194.ban,[i94],10/11/2018,18:19:00,Curso de Formação de Cabos (Parte 2) (CFC2),Matheus.trix15 ,Matheus.trix15 ,A aula foi ótima.,1,,,,,,,,,,,,,,,,,,
10/11/2018 12:19:22,itspink,[ITS],10/11/2018,11:14:00,Curso de Formação de Soldados (CFSd),maria79851 e huautes ,maria79851 e huautes ,,2,,,,,,,,,,,,,,,,,,
09/11/2018 15:50:57,JACKBLACK1708,[JKB],09/11/2018,14:00:00,Curso de Formação de Cabos (Parte 1) (CFC1),GKOGamer123 ,GKOGamer123 ,Ocorreu tudo tranquilo,2,,,,,,,,,,,,,,,,,,
09/11/2018 22:00:46,JACKBLACK1708,[JKB],09/11/2018,20:30:00,Curso de Formação de Soldados (CFSd),tchaumeyume ,,Errou tudo!,2,,,,,,,,,,,,,,,,,,
09/11/2018 22:38:32,JACKBLACK1708,[JKB] ,09/11/2018,21:15:00,Curso de Formação de Soldados (CFSd),kaue3metal Niih_1254,kaue3metal ,Ocorreu tudo tranquilo,2,,,,,,,,,,,,,,,,,,
08/11/2018 20:54:42,johnnyv1d4lok4,[JvD],08/11/2018,20:30:00,Curso de Formação de Cabos (Parte 1) (CFC1),mike2345Elfo,mike2345Elfo,,2,,,,,,,,,,,,,,,,,,
08/11/2018 21:11:16,johnnyv1d4lok4,[JvD],08/11/2018,20:56:00,Curso de Formação de Cabos (Parte 2) (CFC2),mike2345Elfo,mike2345Elfo,,1,,,,,,,,,,,,,,,,,,
09/11/2018 22:13:48,johnnyv1d4lok4,[JvD],09/11/2018,21:12:00,Curso de Formação de Soldados (CFSd),graziella297 Otavio_Souza milenadardeau Sadomasoch1sm ventudeusa lovely.luisa,graziella297 Otavio_Souza milenadardeau Sadomasoch1sm ventudeusa lovely.luisa,,2,,,,,,,,,,,,,,,,,,
04/11/2018 16:44:46,Juan072@,[J07],04/11/2018,16:20:00,Curso de Formação de Cabos (Parte 1) (CFC1),felipe87761,felipe87761,Ótima aula ,2,,,,,,,,,,,,,,,,,,
04/11/2018 17:00:00,Juan072@,[J07],04/11/2018,16:40:00,Curso de Formação de Cabos (Parte 2) (CFC2),felipe87761,felipe87761,O mesmo tem facilidades para conferir TAG´S e sabe conferir.,1,,,,,,,,,,,,,,,,,,
04/11/2018 20:42:29,Juan072@,[J07],04/11/2018,20:20:00,Curso de Formação de Soldados (CFSd),gosmata/julia-090/BrunnaRaffaela8,gosmata/julia-090/BrunnaRaffaela8,Ótima aula! ,2,,,,,,,,,,,,,,,,,,
04/11/2018 23:16:56,Juan072@,[J07],04/11/2018,23:10:00,Curso de Formação de Cabos (Parte 1) (CFC1),-qotavip677-,-qotavip677-,Ótima aula. ,2,,,,,,,,,,,,,,,,,,
07/11/2018 16:01:02,Juan072@,[J07],07/11/2018,15:36:00,Curso de Formação de Soldados (CFSd),MiguelST17,MiguelST17,Ótima aula ,2,,,,,,,,,,,,,,,,,,
07/11/2018 18:54:13,Juan072@,[J07],07/11/2018,18:40:00,Curso de Formação de Cabos (Parte 1) (CFC1),Don-Zorocia,Don-Zorocia,Ótima aula ,2,,,,,,,,,,,,,,,,,,
07/11/2018 19:04:08,Juan072@,[J07],07/11/2018,19:00:00,Curso de Formação de Cabos (Parte 2) (CFC2),Don-Zorocia,Don-Zorocia ,Ótima aula,1,,,,,,,,,,,,,,,,,,
07/11/2018 19:45:56,Juan072@,[J07],07/11/2018,19:20:00,Curso de Formação de Cabos (Parte 1) (CFC1),Snoopiz,Snoopiz , --x--,2,,,,,,,,,,,,,,,,,,
10/11/2018 11:12:00,Juan072@,[J07],10/11/2018,10:50:00,Curso de Formação de Soldados (CFSd),vitoria89423 // Valdoviroski,vitoria89423 // Valdoviroski,Ótima aula ,2,,,,,,,,,,,,,,,,,,
10/11/2018 20:31:09,Juan072@,[J07],10/11/2018,20:10:00,Curso de Formação de Soldados (CFSd),Mart!nez.//LilPequeno//LilJovens,Mart!nez.//LilPequeno//LilJovens,Ótima aula.,2,,,,,,,,,,,,,,,,,,
04/11/2018 23:14:52,Juan072@ ,[J07],04/11/2018,22:30:00,Curso de Formação de Soldados (CFSd),rhafaella22,rhafaella22,Ótima aula ,2,,,,,,,,,,,,,,,,,,
04/11/2018 03:01:56,juuhfonnseca,[JUU],04/11/2018,02:50:00,Curso de Formação de Soldados (CFSd),oliveiraadriano /wanderso2331 ,oliveiraadriano /wanderso2331 ,Razoável.,2,,,,,,,,,,,,,,,,,,
04/11/2018 03:50:47,juuhfonnseca,[JUU],04/11/2018,03:30:00,Curso de Formação de Soldados (CFSd),KestenN ,KestenN ,Razoável.,2,,,,,,,,,,,,,,,,,,
04/11/2018 17:07:12,juuhfonnseca,[JUU],04/11/2018,17:06:00,Curso de Aperfeiçoamento de Praças (CAP),World4U ,World4U ,Ótima aula.,1,,,,,,,,,,,,,,,,,,
04/11/2018 21:23:50,juuhfonnseca,[JUU],04/11/2018,21:23:00,Curso de Formação de Cabos (Parte 1) (CFC1),RichLike4Troll ,RichLike4Troll ,Um ótimo aluno!,2,,,,,,,,,,,,,,,,,,
04/11/2018 21:50:02,juuhfonnseca,[JUU],04/11/2018,21:30:00,Curso de Formação de Cabos (Parte 2) (CFC2),RichLike4Troll ,RichLike4Troll ,Um ótimo aluno.,1,,,,,,,,,,,,,,,,,,
04/11/2018 23:57:54,juuhfonnseca,[JUU],04/11/2018,23:57:00,Curso de Formação de Soldados (CFSd), RipRafe/pedrolevi28 , RipRafe/pedrolevi28 ,Razoável.,2,,,,,,,,,,,,,,,,,,
05/11/2018 01:03:15,juuhfonnseca,[JUU],05/11/2018,00:20:00,Curso de Formação de Soldados (CFSd),RafaMoreira7X /  NickForaDoAr,RafaMoreira7X /  NickForaDoAr,Ótima aula.,2,,,,,,,,,,,,,,,,,,
05/11/2018 01:37:23,juuhfonnseca,[JUU],05/11/2018,01:37:00,Curso de Formação de Soldados (CFSd),rukichimo,rukichimo,Ótimo aluno.,2,,,,,,,,,,,,,,,,,,
05/11/2018 04:06:26,juuhfonnseca,[JUU],05/11/2018,03:40:00,Curso de Formação de Soldados (CFSd),Jackthefire,Jackthefire,Boa aula.,2,,,,,,,,,,,,,,,,,,
05/11/2018 17:30:46,juuhfonnseca,[JUU],05/11/2018,17:20:00,Curso de Formação de Cabos (Parte 1) (CFC1),",Joff ",",Joff ",Bom aluno.,2,,,,,,,,,,,,,,,,,,
05/11/2018 17:45:54,juuhfonnseca,[JUU],05/11/2018,17:45:00,Curso de Formação de Cabos (Parte 2) (CFC2)," ,Joff "," ,Joff ",ótima aula.,1,,,,,,,,,,,,,,,,,,
09/11/2018 00:19:37,juuhfonnseca,[JUU],08/11/2018,23:20:00,Curso de Formação de Soldados (CFSd),.@Ryu.@./Sr.Kauann/NegoDPH127/alexsand7035,.@Ryu.@. / Sr.Kauann,,2,,,,,,,,,,,,,,,,,,
09/11/2018 02:48:51,juuhfonnseca,[JUU],09/11/2018,01:55:00,Curso de Formação de Cabos (Parte 1) (CFC1),JhowFaro,JhowFaro,Boa aula.,2,,,,,,,,,,,,,,,,,,
04/11/2018 19:28:47,ka=dinha,[kad],04/11/2018,18:50:00,Curso de Formação de Soldados (CFSd),ehc-br,ehc-br,"Ótima aula, rendimento maravilhoso.",2,,,,,,,,,,,,,,,,,,
06/11/2018 15:55:26,ka=dinha,[kad],06/11/2018,13:00:00,Curso de Formação de Cabos (Parte 1) (CFC1),JoaoPedrinhim ,JoaoPedrinhim ,"Excelente aula, sem interrupções.",2,,,,,,,,,,,,,,,,,,
07/11/2018 11:15:40,ka=dinha,[kad],07/11/2018,08:20:00,Curso de Formação de Cabos (Parte 1) (CFC1),NigthCrawler_,NigthCrawler_,"A aula foi excelente, sem imprevisto e o cabo teve um ótimo comportamento.",2,,,,,,,,,,,,,,,,,,
07/11/2018 11:40:15,ka=dinha,[kad],07/11/2018,11:20:00,Curso de Formação de Cabos (Parte 2) (CFC2),NigthCrawler_ ,NigthCrawler_ ,Aula tranquila e sem imprevistos. ,1,,,,,,,,,,,,,,,,,,
08/11/2018 10:09:32,ka=dinha,[kad],08/11/2018,09:45:00,Curso de Formação de Soldados (CFSd),"Kurt_magalhaes , miguelitotel",,Nenhum aluno foi aprovado nessa aula.,2,,,,,,,,,,,,,,,,,,
08/11/2018 14:48:17,ka=dinha,[kad],08/11/2018,14:00:00,Curso de Formação de Soldados (CFSd),fernando1uchiha,fernando1uchiha,"Aluno não prestou atenção a aula, mesmo dando dicas não conseguiu acertar as questões.",2,,,,,,,,,,,,,,,,,,
08/11/2018 17:50:25,ka=dinha,[kad],08/11/2018,17:20:00,Curso de Formação de Soldados (CFSd),"LeuzinBR , .HopeMickaelson","LeuzinBR , .HopeMickaelson",Aula excelente. Recrutas muito atenciosos.,2,,,,,,,,,,,,,,,,,,
08/11/2018 20:09:58,ka=dinha,[kad],08/11/2018,19:35:00,Curso de Formação de Soldados (CFSd),"yClay_- , fernand54270","yClay_- , fernand54270",Excelente aula.,2,,,,,,,,,,,,,,,,,,
05/11/2018 16:37:43,Kenny.Hunter,[KnH],05/11/2018,16:25:00,Curso de Aperfeiçoamento de Praças (CAP),Salmoonn,Salmonn,"O subtenente se saiu muito bem, não errou nenhuma pergunta.",1,,,,,,,,,,,,,,,,,,
05/11/2018 17:26:04,Kenny.Hunter,[KnH],05/11/2018,16:55:00,Curso de Formação de Soldados (CFSd),"Bielfsb, Dd_Copas, nathan_s14, murilo5307",Bielfsb e murilo5307,"Os 2 recrutas se sairam muito bem, erraram apenas 1 questão.",2,,,,,,,,,,,,,,,,,,
06/11/2018 02:02:53,Kenny.Hunter,[KnH],06/11/2018,01:46:00,Curso de Formação de Soldados (CFSd),soluvio,soluvio,O recruta foi extremamente bem na aula.,2,,,,,,,,,,,,,,,,,,
06/11/2018 02:18:37,Kenny.Hunter,[KnH],06/11/2018,02:07:00,Curso de Formação de Soldados (CFSd),carol_belk,-x-,"A recruta estava indo bem, porém ela saiu",2,,,,,,,,,,,,,,,,,,
06/11/2018 21:21:23,Kenny.Hunter,[KnH],06/11/2018,21:10:00,Curso de Formação de Soldados (CFSd),Eminadio,Eminadio,O recruta foi muito bem na aula.,2,,,,,,,,,,,,,,,,,,
07/11/2018 00:10:52,Kenny.Hunter,[KnH],07/11/2018,00:01:00,Curso de Formação de Soldados (CFSd),tchaumeyume / joaovito212,-x-,Os 2 recrutas sairam.,2,,,,,,,,,,,,,,,,,,
07/11/2018 00:21:54,Kenny.Hunter,[KnH],07/11/2018,00:13:00,Curso de Formação de Cabos (Parte 1) (CFC1),PedrolHenrique,PedrolHenrique,O cabo foi muito bem não errou nenhuma pergunta.,2,,,,,,,,,,,,,,,,,,
07/11/2018 00:38:07,Kenny.Hunter,[KnH],07/11/2018,00:23:00,Curso de Formação de Cabos (Parte 2) (CFC2),PedrolHenrique,PedrolHenrique,O cabo foi muito bem.,1,,,,,,,,,,,,,,,,,,
07/11/2018 16:28:14,Kenny.Hunter,[KnH],07/11/2018,16:11:00,Curso de Formação de Cabos (Parte 1) (CFC1),-Christian.. ,-Christian.. ,O cabo não errou nenhuma pergunta.,2,,,,,,,,,,,,,,,,,,
07/11/2018 16:36:22,Kenny.Hunter,[KnH],07/11/2018,16:28:00,Curso de Formação de Cabos (Parte 2) (CFC2),-Christian.. ,-Christian.. ,"O cabo foi muito bem, até já tinha conta criada no fórum.",1,,,,,,,,,,,,,,,,,,
08/11/2018 23:56:37,Kenny.Hunter,[KnH],08/11/2018,23:06:00,Curso de Formação de Cabos (Parte 2) (CFC2),carolin20849 ,carolin20849 ,"A cabo teve dificuldades em achar as TAG's, mas de resto ela foi bem.",1,,,,,,,,,,,,,,,,,,
06/11/2018 01:10:10,leh_hehe.,[leh],06/11/2018,23:56:00,Curso de Formação de Soldados (CFSd),TGsoares27,TGsoares27,Otimo aluno.,2,,,,,,,,,,,,,,,,,,
06/11/2018 23:45:58,leh_hehe.,[leh~],06/11/2018,21:14:00,Curso de Formação de Soldados (CFSd),robsopegadoor  / relampgoMarqins ,robsopegadoor  / relampgoMarqins ,,2,,,,,,,,,,,,,,,,,,
07/11/2018 01:37:48,leh_hehe.,[leh],07/11/2018,23:15:00,Curso de Formação de Soldados (CFSd),Heineken!  /  isaacbitt,isaacbitt,-,2,,,,,,,,,,,,,,,,,,
07/11/2018 19:27:07,leh_hehe.,[leh],07/11/2018,19:20:00,Curso de Formação de Soldados (CFSd),EminhowGadinhow,,Caiu durante a aula.,2,,,,,,,,,,,,,,,,,,
07/11/2018 20:03:15,leh_hehe.,[leh],07/11/2018,19:40:00,Curso de Formação de Soldados (CFSd),13oeste /  Apolozinn,13oeste /  Apolozinn,-,2,,,,,,,,,,,,,,,,,,
07/11/2018 20:35:32,leh_hehe.,[leh],07/11/2018,20:10:00,Curso de Formação de Soldados (CFSd),-jughead_,-jughead_,-,2,,,,,,,,,,,,,,,,,,
07/11/2018 21:21:10,leh_hehe.,[leh],07/11/2018,21:18:00,Curso de Formação de Soldados (CFSd),Matheus.trix15,Matheus.trix15,-,2,,,,,,,,,,,,,,,,,,
08/11/2018 00:15:57,leh_hehe.,[leh],07/11/2018,23:47:00,Curso de Formação de Soldados (CFSd),lucasgabriel876 /  alerquina1213 / PodeDarEncima,lucasgabriel876 ,-,2,,,,,,,,,,,,,,,,,,
08/11/2018 02:52:22,leh_hehe.,[leh],07/11/2018,02:35:00,Curso de Formação de Soldados (CFSd),dkaiakj ,dkaiakj ,,2,,,,,,,,,,,,,,,,,,
08/11/2018 03:40:58,leh_hehe.,[leh],08/11/2018,03:23:00,Curso de Formação de Soldados (CFSd),yClay_-,,Recruta errou mais de 2 questoes,2,,,,,,,,,,,,,,,,,,
09/11/2018 02:01:56,leh_hehe.,[leh],09/11/2018,01:51:00,Curso de Formação de Soldados (CFSd),legalluca033 ,,Errou mais de uma questão.,2,,,,,,,,,,,,,,,,,,
09/11/2018 02:34:15,leh_hehe.,[leh],09/11/2018,02:12:00,Curso de Formação de Cabos (Parte 1) (CFC1),.@.Ryu.@. ,,Não soube responder 2 questoes,2,,,,,,,,,,,,,,,,,,
10/11/2018 01:43:28,leh_hehe.,[leh],10/11/2018,01:10:00,Curso de Formação de Soldados (CFSd),iago97262 ,iago97262 ,-,2,,,,,,,,,,,,,,,,,,
10/11/2018 14:17:06,leh_hehe.,[leh],10/11/2018,13:50:00,Curso de Formação de Soldados (CFSd),MarcarPassos ,MarcarPassos ,,2,,,,,,,,,,,,,,,,,,
04/11/2018 02:42:51,Leo.Cristian332,[Lc3],04/11/2018,02:18:00,Curso de Formação de Soldados (CFSd),viniciu92678 - bianinhojog - surfkinnhole - Dorflex123,surfkinnhole - viniciu92678 ,-x-,2,,,,,,,,,,,,,,,,,,
05/11/2018 15:45:14,Leo.Cristian332,[Lc3],05/11/2018,15:17:00,Curso de Formação de Cabos (Parte 1) (CFC1),DanteInfernux,DanteInfernux,Uma  ótima aula.,2,,,,,,,,,,,,,,,,,,
05/11/2018 16:20:21,Leo.Cristian332,[Lc3],05/11/2018,15:47:00,Curso de Formação de Cabos (Parte 2) (CFC2),DanteInfernux,DanteInfernux,Uma excelente aula.,1,,,,,,,,,,,,,,,,,,
07/11/2018 10:49:01,Leo.Cristian332,[Lc3],07/11/2018,10:21:00,Curso de Formação de Cabos (Parte 2) (CFC2),lucash30,lucash30,Uma boa aula.,1,,,,,,,,,,,,,,,,,,
07/11/2018 12:35:59,Leo.Cristian332,[Lc3],07/11/2018,12:12:00,Curso de Aperfeiçoamento de Praças (CAP),NichollasSRN,NichollasSRN,-x-,1,,,,,,,,,,,,,,,,,,
07/11/2018 19:01:19,Leo.Cristian332,[Lc3],07/11/2018,18:29:00,Curso de Formação de Soldados (CFSd),matheus02223,matheus02223,Ele caiu mas completou a aula.,2,,,,,,,,,,,,,,,,,,
09/11/2018 11:44:18,Leo.Cristian332,[Lc3],09/11/2018,10:54:00,Curso de Formação de Soldados (CFSd),NeVoEiRo97 - alexsand7035 - iarlissonh - eduarda86991,NeVoEiRo97 - alexsand7035,Uma boa instrução.,2,,,,,,,,,,,,,,,,,,
07/11/2018 15:20:56,leo56477,[lo5],07/11/2018,15:20:00,Curso de Aperfeiçoamento de Praças (CAP),pedro-c1,pedro-c1,bom,1,,,,,,,,,,,,,,,,,,
07/11/2018 15:23:10,leo56477,[lo5],07/11/2018,15:22:00,Curso de Formação de Cabos (Parte 1) (CFC1),pedro-c1,pedro-c1,boa,2,,,,,,,,,,,,,,,,,,
07/11/2018 15:25:11,leo56477,[lo5],07/11/2018,15:25:00,Curso de Formação de Cabos (Parte 2) (CFC2),pedro-c1,pedro-c1,boa,1,,,,,,,,,,,,,,,,,,
08/11/2018 16:08:08,leo56477,[Lo5],08/11/2018,16:07:00,Curso de Formação de Soldados (CFSd),pedro-c1,pedro-c1,boa,2,,,,,,,,,,,,,,,,,,
05/11/2018 13:59:57,Leonardo124532,[LeO],05/11/2018,13:52:00,Curso de Formação de Soldados (CFSd),PheSook,,Aluno caiu durante a aula.,2,,,,,,,,,,,,,,,,,,
05/11/2018 14:28:07,Leonardo124532,[LeO],05/11/2018,13:57:00,Curso de Formação de Soldados (CFSd),jessielima1219 ,jessielima1219 ,"Aula boa, aluna bem atenciosa e colaborativa.",2,,,,,,,,,,,,,,,,,,
05/11/2018 15:20:03,Leonardo124532,[LeO],05/11/2018,15:00:00,Curso de Formação de Cabos (Parte 1) (CFC1),marcos59569,marcos59569,"Aluno aprovado CFC I, ótima aula!",2,,,,,,,,,,,,,,,,,,
08/11/2018 23:46:31,lil_tico,[BvB],08/11/2018,23:38:00,Curso de Formação de Soldados (CFSd),nathan7022,Nenhum,Ele caiu durante o teste,2,,,,,,,,,,,,,,,,,,
08/11/2018 23:48:29,lil_tico,[BvB],08/11/2018,23:38:00,Curso de Formação de Soldados (CFSd),GBMorenao,Nenhum,"Ele errou a primeira pergunta, e a segunda.",2,,,,,,,,,,,,,,,,,,
08/11/2018 23:57:15,lil_tico,[BvB],08/11/2018,23:38:00,Curso de Formação de Soldados (CFSd),RickCorreia28 ,Nenhum,O mesmo caiu durante a 2 pergunta.,2,,,,,,,,,,,,,,,,,,
10/11/2018 00:34:31,lil_tico,[BvB],10/11/2018,00:30:00,Curso de Formação de Soldados (CFSd),zaira 021,Nenhum,Mesma caiu.,2,,,,,,,,,,,,,,,,,,
10/11/2018 10:01:59,lil_tico,[BvB],10/11/2018,09:50:00,Curso de Formação de Soldados (CFSd),mariavict141,nenhum,reprovou.,2,,,,,,,,,,,,,,,,,,
10/11/2018 13:01:59,lil_tico,[BvB],10/11/2018,12:40:00,Curso de Formação de Cabos (Parte 1) (CFC1),Alpha:.? ,Alpha:.? ,ótimo aluno.,2,,,,,,,,,,,,,,,,,,
10/11/2018 14:16:07,lil_tico,[Lic],10/11/2018,14:05:00,Curso de Formação de Soldados (CFSd),carolkerteli,Nenhum,Reprovou.,2,,,,,,,,,,,,,,,,,,
